victim_id,vin,driving
47416,999999999999,f
47417,999999999999,f
47418,999999999999,f
47419,KMHCG35C04U3,t
47420,KMHCG35C04U3,f
47421,1GTEC14V3YE4,t
47422,1FTDX18W5WKA,t
47423,1FTDX18W5WKA,f
47424,1FTSW31P07EA,t
47425,1FTSW31P07EA,f
47426,1FTWW33F7YEB,t
47427,1FTWW33F7YEB,f
47428,2G1WF55E9293,t
47429,1G1ND52J8Y61,t
47430,1G1ND52J8Y61,f
47431,2HGES16585H5,t
47432,1B4HS28N31F5,t
47433,1FTYR11U91TA,t
47434,1G3HN53L1NH3,t
47435,1G8ZH54802Z1,t
47436,1G8ZH54802Z1,f
47437,1FMZU73EX2UC,t
47438,1G1JC8448N71,t
47439,1G1JC8448N71,f
47440,1G1JC8448N71,f
47441,1J4GL48K27W5,t
47442,1G1ND52J7Y61,t
47443,1G2WJ52M8TF2,t
47444,1FTCR10UXNPA,t
47445,1FTCR10UXNPA,f
47448,1GNCT18W7N01,t
47449,1GNCT18W7N01,f
47450,1G1LT53T4PY1,t
47451,1FAFP4041YF2,t
47452,1FAFP4041YF2,f
47453,1FAFP4041YF2,f
47454,1G4AG55M0T64,t
47455,1GKFK66U85J1,t
47456,1GKFK66U85J1,f
47457,4T1SK12E4SU8,t
47458,2G4WB14T8L14,t
47459,999999999999,t
47460,JT3HN86R6Y02,t
47461,2G1WF55E5293,t
47462,2G1WF55E5293,f
47463,WAUED24B3YN0,t
47464,1D7KS28C76J1,t
47465,1D7KS28C76J1,f
47466,1D7KS28C76J1,f
47467,999999999999,t
47468,1FTEF14Y4PNA,t
47469,1FDWX37RX8EA,t
47470,19UYA1250VL0,t
47471,1FMDU32X2PUE,t
47472,1FMDU32X2PUE,f
47473,1FMDU32X2PUE,f
47474,1FUJA6DE37LY,t
47475,2G4WY52M4W15,t
47476,JM1BG2328L01,t
47477,1HTMMAANX3H5,t
47478,2GTDC14Z8J15,t
47479,1GCFC24K4RZ2,t
47480,1G8ZY12702Z1,t
47481,1XP5DB9XXPN3,t
47482,1HGES16543L0,t
47483,1FAFP13P4XW1,t
47484,1FAHP34NX8W2,t
47486,2G1WH52K9391,t
47487,JHLRE38727C0,t
47488,1FUYDZYB0VP6,t
47489,1GBJG31KX811,t
47490,1GBJG31KX811,f
47491,1GBJG31KX811,f
47492,1GBJG31KX811,f
47493,1GBJG31KX811,f
47494,1GBJG31KX811,f
47495,1GBJG31KX811,f
47496,1GBJG31KX811,f
47497,1GBJG31KX811,f
47498,1GBJG31KX811,f
47499,999999999999,t
47500,19UUA66287A0,t
47501,1FALP653XTK1,t
47502,1FUJBBCK66LU,t
47503,1J4FJ68S5WL1,t
47504,1J4FJ68S5WL1,f
47505,1J4FJ68S5WL1,f
47506,1J4FJ68S5WL1,f
47507,1J4FJ68S5WL1,f
47508,1FAFP36342W2,t
47509,2MELM75W6SX6,t
47510,1G1ND52J12M6,t
47511,1FDXF708XWVA,t
47513,1FMDU34E5VZB,t
47514,1FMDU34E5VZB,f
47515,JT8UZ30C6S00,t
47516,JT8UZ30C6S00,f
47517,JT8UZ30C6S00,f
47518,1XP5DB9X43D8,t
47519,KNDJC7331553,t
47520,1HGCG32481A0,t
47521,1HGCG32481A0,f
47522,1HGCG32481A0,f
47523,1HGCG32481A0,f
47524,1GNLVFED4AS1,t
47525,1GCGC24M8DJ1,t
47526,JHMGE88429S0,t
47527,2G2WP5226413,t
47528,1G8ZK5270TZ3,t
47530,KL5JD52Z14K9,t
47531,KL5JD52Z14K9,f
47532,SALTP164X3A7,t
47533,JNKBV61F87M8,t
47534,JNKBV61F87M8,f
47535,2G1WL52M5T92,t
47536,3HSCDAXN13N0,t
47537,1XP5DB9X3YD5,t
47538,1GCCS14E9M21,t
47539,1HGCD5633RA1,t
47540,3GNFK16Z95G1,t
47541,3GNFK16Z95G1,f
47542,1GTEK19C79Z1,t
47544,2FMZA52461BB,t
47545,2FABP7BV8AX1,t
47546,2FABP7BV8AX1,f
47547,1M1AA18Y81W1,t
47548,1G3AJ55MXS64,t
47549,1G1ND52M6X62,t
47550,000000000000,t
47551,1FUJGECK79LA,t
47552,2G4WB52K2T14,t
47553,2G4WB52K2T14,f
47554,1G1AL15F5771,t
47555,1XPGDU9X65N8,t
47556,1J4FJ78S3TL1,t
47557,999999999999,t
47558,999999999999,f
47559,999999999999,f
47560,1G1LV14W2JY6,t
47562,2G4WB54L6N14,t
47563,1NXAE94A5NZ2,t
47564,1FAFP6631XK1,t
47565,1G6KD54YXWU7,t
47566,1G2NF12F02C1,t
47567,1G2NF12F02C1,f
47568,SAJHX1242WC8,t
47569,SAJHX1242WC8,f
47570,999999999999,t
47571,1B3ES56C74D5,t
47572,1GNDS13S7621,t
47573,1G3AJ5545T63,t
47574,1GCHK24U52E1,t
47575,1G2NE12T8TM5,t
47576,1G2NE12T8TM5,f
47577,1GCGG25V1411,t
47578,1GCGG25V1411,f
47579,1J4GL48K94W1,t
47580,1J4GL48K94W1,f
47581,1HGEJ6673WL0,t
47582,JN8AZ08W55W4,t
47583,JN8AZ08W55W4,f
47584,JT8JZ31C3N00,t
47585,1FUYSSEB8YPA,t
47586,1GNET16S1361,t
47587,1GNET16S1361,f
47588,1G3WH12M4TF3,t
47590,WVWPG21JX1W1,t
47591,WVWPG21JX1W1,f
47592,1FALP54P0RA2,t
47593,1G1AK15F7773,t
47594,1FMDU34X6NUA,t
47595,JH4DC4462WS0,t
47596,1G8CS18Y8D01,t
47597,1G8CS18Y8D01,f
47598,1G8CS18Y8D01,f
47599,1G8CS18Y8D01,f
47600,999999999999,t
47601,999999999999,f
47602,1G1AK52F0575,t
47603,1FBNE31L46DB,t
47604,1FBNE31L46DB,f
47605,1FBNE31L46DB,f
47606,1FTPX14V07FA,t
47607,1HTSMABM22H4,t
47608,1GNFK13058R1,t
47609,1FAFP42X81F1,t
47610,1FAFP42X81F1,f
47611,1GCDM19W2XB1,t
47612,1GNCS13W7YK1,t
47614,JT3VN29V7R00,t
47615,1HGEJ8244WL1,t
47616,1HGEJ8244WL1,f
47617,1D7HA18D14J2,t
47618,1GCCS14Z3N21,t
47619,JH4CC2663PC0,t
47620,JH4CC2663PC0,f
47621,1M1AA18Y8VW0,t
47622,1N4BU31D5SC1,t
47624,1GNDX03E01D3,t
47625,1J4FJ78S2RL1,t
47626,1GKCT18W8WK5,t
47627,1GNDV13E94D2,t
47628,1GNDV13E94D2,f
47629,1GNDV13E94D2,f
47630,1GNDV13E94D2,f
47631,1GNDV13E94D2,f
47632,1GNDV13E94D2,f
47633,2CNBJ18CXX69,t
47634,2CNBJ18CXX69,f
47635,2CNBJ18CXX69,f
47636,1G1JC1245V72,t
47637,1B3EJ46X1YN1,t
47638,1FUJA6CG23PK,t
47639,1FUJA6CG23PK,f
47640,2D4GP44L57R3,t
47641,1GNDU23E8YD3,t
47642,1GNDU23E8YD3,f
47643,999999999999,t
47644,2GTGK29K4L15,t
47645,2GTGK29K4L15,f
47646,2GTGK29K4L15,f
47647,2GTGK29K4L15,f
47648,1B3ES42Y9WD5,t
47649,1FDWF36L8XEE,t
47650,WBAAN37461ND,t
47651,1B7HG48N32S5,t
47652,2HJYK16508H5,t
47653,1GNDT13S5423,t
47654,1GNDT13S5423,f
47655,1FUJA6CK66LW,t
47656,4T1BG22K61U7,t
47657,1GHDX03E1VD2,t
47658,1GHDX03E1VD2,f
47659,1GHDX03E1VD2,f
47660,1GHDX03E1VD2,f
47661,999999999999,t
47662,999999999999,t
47663,1FTRX17L3YNA,t
47664,1FTRX17L3YNA,f
47665,2B3HD46R02H1,t
47666,2B3HD46R02H1,f
47667,1G2HX5435HW2,t
47668,1G2NE52T2XM8,t
47669,1G2NE52T2XM8,f
47670,1G2NE52T2XM8,f
47671,1B4HS28Y3XF5,t
47672,1FTSF31S21EC,t
47673,1FASP15J0SW1,t
47674,1GMDX03E01D2,t
47675,1GMDX03E01D2,f
47676,1GMDX03E01D2,f
47677,1GMDX03E01D2,f
47678,1GMDX03E01D2,f
47679,1GMDX03E01D2,f
47680,1GMDX03E01D2,f
47681,1GMDX03E01D2,f
47682,3D4GH57V19T1,t
47683,1G2WP52K2YF2,t
47684,1HGCD5653RA0,t
47685,1HGCD5653RA0,f
47686,2P4GP45GXXR1,t
47687,2P4GP45GXXR1,f
47688,2P4GP45GXXR1,f
47689,1MEFM66L5WK6,t
47690,1MEFM66L5WK6,f
47691,3FAHP07Z57R1,t
47692,4T1BF28B62U2,t
47693,1HD1GEV1X3K3,t
47694,1B7HC16Y31S7,t
47695,1G1JC1247TM1,t
47696,1G4HP52K5VH4,t
47697,1G4HP52K5VH4,f
47698,1GCCS19X3T81,t
47699,JHMFA36269S0,t
47700,1HGEJ1227SL0,t
47701,1G4HP52L6RH5,t
47702,1XP9DB9X5GN1,t
47703,1FTEF14Y1PLA,t
47704,1FTEF14Y1PLA,f
47705,1HGCB7679NA1,t
47706,1HGCB7679NA1,f
47707,1M2K195C23M0,t
47708,4T1BF32K92U0,t
47709,JS1GV72A5J21,t
47710,KNDJC7337350,t
47711,KNDJC7337350,f
47712,1GCGG25R6V10,t
47713,1GCGG25R6V10,f
47714,1GCGG25R6V10,f
47716,1GCJC39U81F1,t
47717,3FAHP08196R1,t
47718,1G2WJ52J1YF1,t
47719,1M1AK06Y26N0,t
47720,1FUJBBCG12LJ,t
47721,1FAFP53285A1,t
47722,JYAVP11E87A0,t
47723,3G5DA03E33S5,t
47724,2B4FP25B6WR8,t
47725,5GZCZ23D06S8,t
47726,1XP5DR9X9XN4,t
47727,2FAFP73W3XX1,t
47728,2FAFP73W3XX1,f
47729,2FAFP73W3XX1,f
47730,5Y2SL62843Z4,t
47731,5Y2SL62843Z4,f
47732,1J4GL48K56W1,t
47733,1J4GL48K56W1,f
47734,1G3NK52F52C2,t
47735,1B3EL56T83N5,t
47736,WBABE5329RJA,t
47737,WBABE5329RJA,f
47738,999999999999,t
47739,1D7HU18N26J2,t
47740,2T1CF28P5XC1,t
47741,1GNDX03E82D3,t
47742,1GNDX03E82D3,f
47743,1GNDX03E82D3,f
47744,1GNDX03E82D3,f
47745,1GNDX03E82D3,f
47746,1FAFP34P52W2,t
47747,4A3AA46G21E1,t
47748,JS1GU74A2H21,t
47749,JS1GU74A2H21,f
47750,1G3WS14W0JD3,t
47751,1G3WS14W0JD3,f
47752,1HD1GJV13XY3,t
47753,1G2NE52T0XM7,t
47754,1G2NE52T0XM7,f
47755,1J4FT28B19D1,t
47756,1N4AL11D85C2,t
47757,1G3GR47A4FP3,t
47758,1GCDC14Z0NE2,t
47759,1GCEK19T9YE1,t
47761,4DRBUAAN38B6,t
47762,1G1AW51W0J62,t
47763,1G2WJ52K2WF2,t
47764,1G2WJ52K2WF2,f
47765,1G2NE55M6SC7,t
47766,YV1SZ58D7110,t
47767,YV1SZ58D7110,f
47768,4B3AU52N8WE1,t
47769,JT2SV21E5J01,t
47770,1G1ND52J33M5,t
47771,1J4GZ88Z1WC1,t
47772,1J4GZ88Z1WC1,f
47773,000000000000,t
47774,KNAGD128X453,t
47775,KNAGD128X453,f
47776,KNAGD128X453,f
47777,KNAGD128X453,f
47778,KNADC1237261,t
47779,1HD1HAZ162K8,t
47780,2CNDL43F5860,t
47781,1FUJBBCK06LU,t
47782,1GCSKTE32AZ1,t
47783,000000000000,t
47784,2FTHF25H7TCA,t
47785,999999999999,t
47787,JT5FG02T3V00,t
47788,KL1TD66E99B6,t
47789,3C4FY48BX2T2,t
47790,1B7FL26X7WS5,t
47791,1HD1FC41X7Y6,t
47792,1G4HR54K13U2,t
47793,1B4HS28Y6XF6,t
47794,1HGES16583L0,t
47795,JS1GV72A0N21,t
47796,1G8ZH5283YZ2,t
47797,JS1GR7HA3321,t
47798,1HD1BML18TY0,t
47799,1HTMKAAN15H1,t
47800,000000000000,t
47801,1J4FJ68S6WL2,t
47802,1J4FJ68S6WL2,f
47803,4M2DU55P6VUJ,t
47804,4A3AK34Y6WE0,t
47805,4A3AK34Y6WE0,f
47807,JH4DC4346RS0,t
47808,JH4DC4346RS0,f
47809,2FMZA57491BB,t
47810,1GCCM15Z0MB1,t
47811,1GCCM15Z0MB1,f
47812,1GAHG39U8711,t
47813,1XKWDB9X77J2,t
47814,1B3ES76F53D2,t
47815,JS1GN7DA9621,t
47816,1FTZR45E53PB,t
47817,1HTMMAAL96H3,t
47818,1HTMMAAL96H3,f
47819,1FTRX14516FA,t
47820,1FTRX14516FA,f
47822,1G1AK55F2772,t
47823,1G1ND52F25M2,t
47825,4T1BG22K5YU7,t
47828,1FTRX17203NB,t
47829,1GNDT13W4Y23,t
47830,KNDJA7233Y56,t
47831,2G2WP5220511,t
47832,2G2WP5220511,f
47833,2G2WP5220511,f
47834,2G2WP5220511,f
47835,1GNDS13S0321,t
47836,999999999999,t
47837,999999999999,f
47838,4T1BE46KX7U1,t
47839,1NXBB02E2VZ6,t
47840,1GNDT13S9222,t
47841,1GNDX03E61D3,t
47842,KNDJC7331554,t
47844,1G2WP52K82F1,t
47845,1B3HB48A29D2,t
47846,1G4HP52K8XH4,t
47847,1GKDT13W8Y23,t
47848,1GKDT13W8Y23,f
47849,1G4AG55M9S64,t
47850,1G4AG55M9S64,f
47851,3N1CB51D22L6,t
47852,1Z37J3S42025,t
47853,1Z37J3S42025,f
47854,3G5DA03E45S5,t
47855,1D8HD58D34F1,t
47856,1D8HD58D34F1,f
47857,1D8HD58D34F1,f
47858,1B7KF26C3SS2,t
47859,JYARP07E85A0,t
47860,SAJWA71C54SG,t
47861,SAJWA71C54SG,f
47862,4M2ZU86W45UJ,t
47863,4M2ZU86W45UJ,f
47864,2G1WT58K7692,t
47865,JHMRA387XWC0,t
47866,JHMRA387XWC0,f
47867,1GKDT13S7521,t
47868,1GKDT13S7521,f
47869,1GKDT13S7521,f
47870,1GKDT13S7521,f
47872,3G5DB03E53S5,t
47874,KMHDN45D53U6,t
47875,1LNLM82W4TY7,t
47876,JNAUZV1J4YA4,t
47877,3G5DA03E44S5,t
47878,1FMEU73E07UB,t
47879,1FMEU73E07UB,f
47880,1GNCT18W7P01,t
47881,4XACC38CXWC0,t
47882,1MEFM55SX1G6,t
47883,1XP5DB9XXTN3,t
47884,KNAGE1232650,t
47885,2GCEK19K2S12,t
47886,3F05H227496,t
47887,1G2JB1245271,t
47888,1G2JB1245271,f
47889,999999999999,t
47890,1G3NL12E8XC3,t
47891,1HFSC0200DA3,t
47892,1HD1FLW183Y6,t
47893,1HD1FLW183Y6,f
47894,JS1GW71AX421,t
47895,JS1GW71AX421,f
47896,2B4GP44G5YR7,t
47897,2B4GP44G5YR7,f
47898,2B4GP44G5YR7,f
47899,2B4GP44G5YR7,f
47900,2B4GP44G5YR7,f
47901,999999999999,t
47902,WDBJF70H3XA7,t
47903,WDBJF70H3XA7,f
47904,WDBJF70H3XA7,f
47905,1J4GZ58S7WC1,t
47906,2G2WP5520612,t
47907,1HGCP268X8A0,t
47908,1HD1GDV18XY3,t
47909,1D7KU28673J5,t
47910,1D7KU28673J5,f
47911,2GCEK19R7V11,t
47912,2GCEK19R7V11,f
47913,1HFSC47053A2,t
47914,KMHWF35H03A8,t
47915,KMHWF35H03A8,f
47916,1G1ZS52F15F2,t
47917,1GCEK19T5XE1,t
47918,JA3AU86W09U0,t
47919,JA3AU86W09U0,f
47920,000000000000,t
47921,1B3HD46T4SF6,t
47922,1B3HD46T4SF6,f
47923,1B3HD46T4SF6,f
47924,ZDM1XBLW29B0,t
47925,1LNHM81W3YY8,t
47926,1LNHM81W3YY8,f
47928,2B4GP44332R7,t
47929,2B4GP44332R7,f
47930,2B4GP44332R7,f
47931,2B4GP44332R7,f
47932,2B4GP44332R7,f
47933,4XACD50A4XC0,t
47934,1G2NE52E7XM7,t
47935,1G2NE52E7XM7,f
47936,1G2NE52E7XM7,f
47937,1FTEF15Y5TLA,t
47938,1FTEF15Y5TLA,f
47939,1FTEF15Y5TLA,f
47940,1FTEF15Y5TLA,f
47941,1FTYR44U43PB,t
47942,1FAFP53U9XG2,t
47944,2G1WL54T8P11,t
47945,1G1ND52JX2M5,t
47947,JH4DB1577NS0,t
47948,JH4DB1577NS0,f
47949,1HD1KB4117Y6,t
47951,1GNCT18W4S21,t
47953,1GNDX03E13D2,t
47954,1G2WP52K02F2,t
47955,1G2WP52K02F2,f
47956,JS3TX92V9541,t
47957,JS3TX92V9541,f
47958,JS3TX92V9541,f
47959,1FAFP55U64A1,t
47960,1FAFP55U64A1,f
47961,1B4HR28Y6XF6,t
47962,2B3HD46T1TH2,t
47963,2B3HD46T1TH2,f
47964,1FTEE14Y0SHB,t
47965,1FAFP13P1XW1,t
47966,1FAFP13P1XW1,f
47967,1FAFP13P1XW1,f
47968,1FAFP13P1XW1,f
47969,1FMYU04102KA,t
47970,1FDZA90W9VVA,t
47971,1G4HP54K62U2,t
47972,3MEHM08126R6,t
47974,1GMCU06D3LT2,t
47975,1GKDM19W5PB5,t
47976,1G4BT5370NR4,t
47977,1G4BT5370NR4,f
47978,1G4BT5370NR4,f
47979,1HD1FRW115Y6,t
47980,5GAEV13D19J1,t
47981,5GAEV13D19J1,f
47982,999999999999,t
47983,JH2PC3502YM1,t
47984,999999999999,t
47985,1GHDT13W0Y23,t
47986,3GNBABDB0AS5,t
47987,1FMZU34E7WUB,t
47988,1G1JF5248X72,t
47989,1G1JF5248X72,f
47990,4G2JB32T7YB2,t
47991,3GNFK16R8XG1,t
47992,2C3KA63H86H4,t
47993,2C3KA63H86H4,f
47994,3GNEK18K2SG1,t
47995,3GNEK18K2SG1,f
47996,1NKDXBEX07J1,t
47997,1G1JC12F9371,t
47998,1G1JC12F9371,f
47999,1LNHM81W03Y6,t
48000,1LNHM81W03Y6,f
48001,1LNHM81W03Y6,f
48002,1FAHP35N69W1,t
48003,1HGCB7651LA0,t
48004,4V4NC9GH44N3,t
48005,1GNDT13S6423,t
48006,1HD1BWB182Y0,t
48007,1HD1BWB182Y0,f
48008,1G1JC12F2472,t
48009,2B7HB21YXVK5,t
48010,999999999999,t
48011,1HGCG3247YA0,t
48012,1FAHP35NX9W2,t
48013,999999999999,t
48014,2HSFHAER9XC0,t
48015,2HSFHAER9XC0,f
48017,3VWSK69M34M0,t
48018,3VWSK69M34M0,f
48019,1N4BA41E05C8,t
48020,1N4BA41E05C8,f
48021,1N4BA41E05C8,f
48022,JS1CK44A8821,t
48023,1G1AL15F7772,t
48024,2T1BR12E21C3,t
48025,3VWRW31C88M5,t
48026,3VWRW31C88M5,f
48027,4T1SK12EXPU1,t
48028,JS1VS56A6521,t
48029,1FTCR10A6RPA,t
48030,1FTCR10A6RPA,f
48032,1C4GP45R05B2,t
48033,1C4GP45R05B2,f
48034,1C4GP45R05B2,f
48035,JH2JF0205EK0,t
48036,2G1WL52M2W11,t
48037,KNDMB233X660,t
48038,KNDMB233X660,f
48039,1GCCS19ZXS82,t
48040,107024120305,t
48041,4MZAX03D2933,t
48042,ZDM1SB5T6YB0,t
48043,JN1HJ01P4LT3,t
48044,JN1HJ01P4LT3,f
48045,5GRGN23U26H1,t
48046,5GRGN23U26H1,f
48047,1FTRF18W33NA,t
48048,999999999999,t
48049,1G6KS52YXVU8,t
48050,WB10388095ZM,t
48051,1XKDA48X18J2,t
48052,1FMFU18577LA,t
48053,1FMFU18577LA,f
48054,1FMFU18577LA,f
48055,1XP5DB9X45N8,t
48056,JYAVP11EX6A0,t
48057,1HGEJ6676WL0,t
48058,1HGEJ6676WL0,f
48059,1FALP13P4WW1,t
48060,2GDJG31N6N45,t
48061,1GHDX03E13D1,t
48062,KMHDU46D68U4,t
48063,1HFSC2237VA9,t
48064,SALTY12482A7,t
48065,1HGCM56804A0,t
48066,2HGFG215X9H7,t
48067,1GBJK34D97E1,t
48068,1FDYU90V4VVA,t
48069,JYA5K5000CA0,t
48070,1MEPM6048MH6,t
48072,1GTEC14Z1SZ5,t
48073,JS1VS53A4321,t
48074,1FAFP34P13W3,t
48075,1FAFP34P13W3,f
48076,1FAFP34P13W3,f
48077,1FAFP34P13W3,f
48078,2T2HK31U38C0,t
48079,1J4FF68S4XL6,t
48080,1GNET13M0721,t
48081,1GNET13M0721,f
48082,1GNET13M0721,f
48083,1G6KF5494WU7,t
48084,1G6KF5494WU7,f
48085,1G6KF5494WU7,f
48086,4V4NC9EH48N2,t
48087,1FAFP34P0YW1,t
48088,2A8GF68X37R3,t
48089,999999999999,t
48090,999999999999,f
48091,1G6KD57YX8U1,t
48092,1G6KD57YX8U1,f
48093,1NXBR32E74Z2,t
48094,1HGEM229X2L0,t
48095,1GCEK19Z55Z1,t
48096,3GNEK13T22G1,t
48097,KMHDN46D44U9,t
48098,KMHDN46D44U9,f
48099,KM8SC13E33U5,t
48100,1HD1FFW14XY6,t
48101,1HD1FFW14XY6,f
48102,1FTJW36F2VEC,t
48103,JYAVP17E05A0,t
48104,2FMDA5140SBB,t
48105,1FDEE14N5NHA,t
48106,JH2PC35053M4,t
48107,JS1GR7LA6821,t
48108,1G6KD57Y67U1,t
48109,1G6KD57Y67U1,f
48110,JKBVNCB18XB5,t
48111,1D7HU18N24S5,t
48112,1G8AJ55FX6Z1,t
48113,1G8AJ55FX6Z1,f
48114,JT3HP10V8Y02,t
48115,1FTDF15N4NLA,t
48116,1FTDF15N4NLA,f
48117,2CKDL33F0860,t
48118,2CKDL33F0860,f
48119,2CKDL33F0860,f
48120,2D8HN54119R5,t
48121,1GCEC14K2SE2,t
48122,1GCEC14K2SE2,f
48123,1J4GW58N41C6,t
48124,1J4GW58N41C6,f
48125,1J4GW58N41C6,f
48126,1J4GW58N41C6,f
48127,1J4GW58N41C6,f
48128,1FDSS34F42HA,t
48129,1FDSS34F42HA,f
48130,1FDSS34F42HA,f
48131,2C3AE66G51H7,t
48132,1G8JU52F81Y5,t
48133,1GTHC24U97E1,t
48134,SHSRD78853U1,t
48135,1GCGK24J4YR1,t
48136,1D4HB48N85F5,t
48137,1D4HB48N85F5,f
48138,1N4AL21EX8C2,t
48139,1N4AL21EX8C2,f
48140,1N4AL21EX8C2,f
48141,1B3JR65Z13V5,t
48142,1GCEK14R3TZ1,t
48143,1GNFK16Z23J1,t
48144,999999999999,t
48145,1GCCS1957YK2,t
48146,1FAHP34NX7W2,t
48147,1GNCT18W9YK1,t
48148,JALB4B164670,t
48149,3MAPM15J1PR6,t
48150,1G2AL15F6773,t
48151,1G1JC12F6471,t
48153,999999999999,t
48154,999999999999,t
48155,999999999999,f
48156,1XKWDB9X71J8,t
48157,1G4GD2218W47,t
48158,1GCHK29U65E1,t
48159,JKAZXCD197A0,t
48160,1GCEC19V51Z2,t
48161,1GCEC19V51Z2,f
48162,1GCEC19V51Z2,f
48163,1LNCM81W6MY6,t
48164,1HFSC1801JA3,t
48165,3C3EL45H0YT2,t
48166,1B7MF33781J2,t
48167,1G2HX54K3242,t
48168,1ZWFT61L6256,t
48169,1G3HN52K0V48,t
48170,1HGES16592L0,t
48171,1HGES16592L0,f
48172,1HGES16592L0,f
48173,3G5DA03E43S5,t
48174,5N1AN08W36C5,t
48175,1G1AW19RXF62,t
48176,1G1AK55F8677,t
48177,1G8ZH5286VZ1,t
48178,1G8ZH5286VZ1,f
48179,1G8ZH5286VZ1,f
48180,1FTNW21P94EB,t
48181,1FTNW21P94EB,f
48182,1FTNW21P94EB,f
48183,1FTNW21P94EB,f
48185,2GCFC24H3F11,t
48186,2C4GM68425R4,t
48187,1GCHK24U25E1,t
48188,1GCHK24U25E1,f
48189,JYACG01CXWA0,t
48190,3C4FY58BX5T5,t
48191,999999999999,t
48192,1GNEL19W8RB1,t
48193,1FTPX14555FB,t
48194,4A3AC44G21E0,t
48195,4A3AC44G21E0,f
48196,4A3AC44G21E0,f
48197,4A3AC44G21E0,f
48198,5NPET46C67H2,t
48199,2G4WS52M9W15,t
48200,1ZWHT61L1Y56,t
48201,1FTCR14A8VPA,t
48202,4M2ZV11T01DJ,t
48204,1G1JC12F7373,t
48205,1G1JC1244Y71,t
48206,1G1JC1244Y71,f
48207,JS1GT74A2221,t
48208,JS1GT74A2221,f
48209,JS1VS55A8521,t
48210,JS1VS55A8521,f
48211,1HGES16542L0,t
48212,JS1GT74A9221,t
48213,KL1TD62605B4,t
48214,KL1TD62605B4,f
48215,1FTRF17282NB,t
48217,KNAFE1210653,t
48218,2C15871H6,t
48219,1G1ZT64824F1,t
48220,1G1ZT64824F1,f
48222,2D4GP24R55R2,t
48223,2FAFP71W1WX1,t
48224,2T1BR12E9XC1,t
48225,2T1BR12E9XC1,f
48226,2T1BR12E9XC1,f
48227,2T1BR12E9XC1,f
48228,1G4CW52K7W46,t
48229,1G4CW52K7W46,f
48230,1G4CW52K7W46,f
48231,JM1TA2214X15,t
48232,JYA3HHE03WA1,t
48233,JKAZXCE178A0,t
48234,1G6KF54934U2,t
48235,5TDZA22C74S0,t
48236,1NXBR32E47Z9,t
48237,1NXBR32E47Z9,f
48238,KNDJD7369858,t
48239,KNDJD7369858,f
48240,4T1BK3EK0AU1,t
48241,1FMRU1760XLA,t
48242,JHMZE2H53AS0,t
48243,1B7GG26X1SW9,t
48244,1B7GG26X1SW9,f
48245,1J8HG48K56C1,t
48246,JH2RC44303M7,t
48247,JM1BK34L9911,t
48248,KNAFE1212450,t
48249,KNAFE1212450,f
48250,JYAVP11E96A0,t
48251,JYAVP11E96A0,f
48252,JTDBL40E39J0,t
48253,JTDBL40E39J0,f
48255,999999999999,t
48256,999999999999,t
48257,JYAVP11E38A1,t
48258,JHMEG114XSS0,t
48259,JHMEG114XSS0,f
48260,1J4HR58276C3,t
48261,1J4HR58276C3,f
48262,3FAFP37383R1,t
48263,3FAFP37383R1,f
48264,2HSFHASR5SC0,t
48265,2FTJW35H9KCB,t
48266,1HGCS22898A0,t
48267,4T1BG22K1VU1,t
48268,JT2AE04E2P00,t
48269,1J4GL48K06W2,t
48270,1M2AG11C65M0,t
48271,1M2AG11C65M0,f
48272,JYA5N8003CA0,t
48273,JYA5N8003CA0,f
48274,JN1AZ34E04T0,t
48275,JN1AZ34E04T0,f
48276,1FTZX18W1WNB,t
48277,1HD1CHP162K1,t
48278,JYARN15E66A0,t
48279,2FMDA534XYBA,t
48280,2FMDA534XYBA,f
48281,2FMDA534XYBA,f
48284,1FDAF56F8XEB,t
48285,999999999999,t
48286,999999999999,f
48287,1G1JC1249273,t
48288,1G1JC1249273,f
48289,1G1JC1249273,f
48290,1G1JC1249273,f
48291,1G1JC1249273,f
48292,WVWMA63B2XE0,t
48293,JS1GR7JA3521,t
48294,2B4FP25B2VR1,t
48295,1HD1FSW17XY6,t
48296,999999999999,t
48297,1FAFP33P22W1,t
48298,1FAFP33P22W1,f
48299,1FUJA6CK75LU,t
48300,4MZKS11H5V33,t
48301,JS1GT75A3421,t
48302,999999999999,t
48303,5FNRL38747B4,t
48304,5FNRL38747B4,f
48305,5FNRL38747B4,f
48306,5FNRL38747B4,f
48307,JH2SC57016M2,t
48308,1HD1GX4117K3,t
48309,2GCEK19T1Y11,t
48310,2GCEK19T1Y11,f
48311,2GCEK19T1Y11,f
48312,2GCEK19T1Y11,f
48313,2GCEK19T1Y11,f
48314,2GCEK19T1Y11,f
48315,2G1WB58K7694,t
48316,2G1WB58K7694,f
48317,1GCDS1367481,t
48318,1GCDS1367481,f
48319,JHMCG5642XC0,t
48320,JHMCG5642XC0,f
48321,JHMCG5642XC0,f
48322,000000000000,t
48323,1HD1BBK24EY0,t
48324,1HD1BBK24EY0,f
48325,1HD1BBK24EY0,f
48326,1HD1BBK24EY0,f
48327,1HD1JK5148Y0,t
48328,JS1GR7BA4S21,t
48329,1M3K131K95M0,t
48330,JH2MC13008K4,t
48331,1GCDT1365681,t
48332,1HD1BKL19WY0,t
48333,1GCHK34NXLE2,t
