JH2SC57044M0,Honda,750 cc or greater
YV1CY59H8411,Volvo,XC90
2G1WF52E8Y93,Chevrolet,Impala/Caprice
1G1AK15F3678,Chevrolet,Cobalt
2G1WT55K5891,Chevrolet,Impala/Caprice
2MELM74W2VX6,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
WDBED30E1NB5,Mercedes-Benz,200/220/230/240/ 250/260/280/300/ 320/420
1FAFP52U5XA2,Ford,Taurus/Taurus X
KL5JD56Z48K8,Suzuki,Forenza
1D7HW22NX5S1,Dodge,Dakota
1G1ZG57B7842,Chevrolet,Malibu/Malibu Maxx
1HGCG16552A0,Honda,Accord
KNDJF7232671,KIA,Sportage
5FNRL3H92AB0,Honda,Odyssey
1FACP41M8PF1,Ford,Mustang/Mustang II
JS1VT52A9Y21,Suzuki,750cc-over
1G4GD2215W47,Buick / Opel,Riviera
1HD1FC4199Y6,Harley-Davidson,750cc or greater
2CNALDEW8A62,Chevrolet,Equinox
JH2SC45323M3,Honda,750 cc or greater
JYARJ12E06A0,Yamaha,Unknown cc
1N4AL11DX5N4,Datsun/Nissan,Altima
1GKES12S3461,GMC,Jimmy/Typhoon/Envoy
JM1BK12FX513,Mazda,Mazda3
1GKCS18W3XK5,GMC,Jimmy/Typhoon/Envoy
4T1BE32K14U9,Toyota,Camry
1GTDK14K0MZ5,GMC,"C, K, R, V-series pickup/     Sierra"
1HD1BYB115Y0,Harley-Davidson,750cc or greater
1HD1BYB173Y0,Harley-Davidson,750cc or greater
1D7HA18N73J5,Dodge,Ram Pickup
1GNEC13T41J1,Chevrolet,Fullsize Blazer/Tahoe
JS1GN7CA1421,Suzuki,450-749cc
1N4AL11D95C1,Datsun/Nissan,Altima
1LNLM81W1TY7,Lincoln,Continental (thru '81)/ Town Car
1J4FX58S0VC6,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
2B4GP44G6WR7,Dodge,Caravan/Grand Caravan
1GNFC26029R2,Chevrolet,"C, K, R, V-series pickup/Silverado"
4T1BE46K57U6,Toyota,Camry
WDBJF74J8YB0,Mercedes-Benz,E Class (97 on)
1B3ES46C8YD6,Dodge,Neon
2T1CF22P8YC3,Toyota,Camry
3VWRF71K56M6,Volkswagen,Jetta/Jetta SportsWagen
1GDG6H1B7YJ9,GMC,Medium/Heavy - CBE
1D7HA18N04J2,Dodge,Ram Pickup
2FMZA51UXWBD,Ford,Windstar
5Y2SL63875Z4,Pontiac,Vibe
3D7MX48C77G7,Dodge,"Medium/Heavy Pickup (pickup-style only – over 10,000 lbs)"
1FBSS31L86HA,Ford,E-Series Van/Econoline
JH2RC43003M9,Honda,450-749 cc
1GTEC14T95Z1,GMC,"C, K, R, V-series pickup/     Sierra"
1T7HR3B26V11,Thomas Built,Bus**: Conventional (Engine out front)
2P4GH45R0SR4,Plymouth,"Voyager (minivan) (2001 and on, see Chrysler)"
1FTNW20F91EC,Ford,F-Series pickup
1XKTDB9X4VJ7,Kenworth,Medium/Heavy - CBE
5Y2SL62873Z4,Pontiac,Vibe
JTHFN48Y4500,Lexus,SC-430
1GCCS1942S81,Chevrolet,S-10/T-10 Pickup
JTDKN3DUXA10,Toyota,Prius *
1LNHM83WX2Y6,Lincoln,Continental (thru '81)/ Town Car
JN8AR05S4TW0,Datsun/Nissan,Pathfinder
1GNCS13WXX22,Chevrolet,Fullsize Blazer/Tahoe
1FTCR10A2NUB,Ford,Ranger
KNDUP1325567,KIA,Sedona
1HD1KB4109Y6,Harley-Davidson,750cc or greater
1C3EL55T43N6,Chrysler,Sebring
1G1ZT51866F1,Chevrolet,Malibu/Malibu Maxx
1HGCE667XTA0,Honda,Accord
1J4GZ78S1SC5,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
1FTYR14V6YPA,Ford,Ranger
2G1WX12K9492,Chevrolet,Monte Carlo (1995 on)
1HGCD7253SA0,Honda,Accord
1G2FS23E1NL2,Pontiac,Firebird/Trans AM
JT3GN87R7X01,Toyota,4-Runner
1FTNF20548EA,Ford,F-Series pickup
1J4FT27S6SL5,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
1FTYR44V73PA,Ford,Ranger
3VWSA29M1YM0,Volkswagen,Jetta/Jetta SportsWagen
1GKDS13S6423,GMC,Jimmy/Typhoon/Envoy
1G8AL52F23Z1,Saturn,Ion
FLA59988,Other Make,Unknown cc
1G4CW54K9241,Buick / Opel,"Electra/Electra 225/ Park Limited, Park Avenue, Ultra, Base"
1HGEJ6670WL0,Honda,"Civic/CRX, del Sol"
1HGEM22934L0,Honda,"Civic/CRX, del Sol"
2HKYF18483H6,Honda,Pilot
JS1GR7HA1221,Suzuki,450-749cc
JS1GW71A5721,Suzuki,750cc-over
1FMYU03153KA,Ford,Escape
1J4FA64S05P3,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler
1N6SD16S1VC3,Datsun/Nissan,Datsun/Nissan Pickup 1955-1997)
4C3AG52HX4E0,Chrysler,Sebring
YV1SW5921625,Volvo,70 Series
1FMEU33817UA,Ford,Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
1HD1FRW14XY6,Harley-Davidson,750cc or greater
1HD1FYW114Y7,Harley-Davidson,750cc or greater
2C3KA73W97H6,Chrysler,300M/300/300C/300S
1HSZEGFR6KH6,International Harvester/Navistar,Medium/Heavy – COE high entry
1FTRW08LX3KC,Ford,F-Series pickup
JS1GR7BA9R21,Suzuki,450-749cc
1G3AJ55M2T63,Oldsmobile,Ciera
2C3LA43R16H2,Chrysler,300M/300/300C/300S
4S3BH6868176,Subaru,Legacy/Outback(prior to 2003 only; see 045 for 2003 on)
JN8AS58T28W0,Datsun/Nissan,Rogue
3B7HF13Z5TM1,Dodge,Ram Pickup
3MEHM0JAXAR6,Mercury,Milan
1FDAF56F21EC,Ford,Other (bus)
1FTRF12257NA,Ford,F-Series pickup
1GCCS1443YK1,Chevrolet,S-10/T-10 Pickup
KNDJT2A28A70,KIA,Soul
1FAFP34313W3,Ford,Focus
JN1CA21D3XT8,Datsun/Nissan,810/Maxima
1G6KD54Y9VU2,Cadillac,"Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan"
1N35L8J14984,Chevrolet,Unknown (automobile)
1G1ND52J8253,Chevrolet,Malibu/Malibu Maxx
1HD1BMY194Y0,Harley-Davidson,750cc or greater
2G1WB5EK6A11,Chevrolet,Impala/Caprice
1B4GP44GXYB5,Dodge,Caravan/Grand Caravan
1FAPP31X3LK1,Ford,Tempo
1B7GL32X52S5,Dodge,Dakota
1HGEM22953L0,Honda,"Civic/CRX, del Sol"
1ZVFT80N3651,Ford,Mustang/Mustang II
4A3AC84H33E0,Mitsubishi,Eclipse
2FZMAZCV67AW,Other Make,Sterling
1LNHM83W34Y6,Lincoln,Continental (thru '81)/ Town Car
JA3AJ26E93U0,Mitsubishi,Lancer/Lancer Sportback/ Lancer Evolution
1NXBU4EE4AZ1,Toyota,Corolla
1FAFP42X63F3,Ford,Mustang/Mustang II
3FALP15PXVR1,Ford,Escort/EXP/ZX2
JNKCV54E05M4,Infiniti,G25/G35/G37
1GNDM19Z7RB2,Chevrolet,Astro Van
1HGEJ8149TL0,Honda,"Civic/CRX, del Sol"
1HD1FDV156Y6,Harley-Davidson,750cc or greater
2T1KU4EE1AC2,Toyota,Matrix
1J4GK48K94W2,Jeep / Kaiser-Jeep / Willys- Jeep,Liberty
4A3AC54LXYE1,Mitsubishi,Eclipse
JYARJ06E95A0,Yamaha,450-749cc
1HGCD563XVA0,Honda,Accord
1GBFG15R7Y12,Chevrolet,G-series van
1HFSC0221DA3,Honda,750 cc or greater
2FTRF08284CA,Ford,F-Series pickup
JT4RN44S8B00,Toyota,Pickup
1M2P267C62M0,Mack,Medium/Heavy - CBE
5FNRL38679B5,Honda,Odyssey
1FTRE14W95HA,Ford,E-Series Van/Econoline
JHMBB62401C0,Honda,Prelude
1FTCR10A2TUB,Ford,Ranger
1GCEC14W91Z1,Chevrolet,"C, K, R, V-series pickup/Silverado"
1FMPU15L44LA,Ford,Expedition
WVWFV71K19W1,Volkswagen,Golf/Cabriolet/Cabrio/GTI
4T1VK12E0NU0,Toyota,Camry
1FMZU67K75UB,Ford,Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
1FTNE24W25HB,Ford,E-Series Van/Econoline
5NPEU46F96H0,Hyundai,Sonata
4MZYL04DX93C,Other Make,Unknown cc
KMHDN45D92U2,Hyundai,Elantra
1G8ZX57769F2,Saturn,Aura
1FTRE1422WHC,Ford,E-Series Van/Econoline
1LNHM86S04Y6,Lincoln,LS
1G3NL12E04C2,Oldsmobile,Achieva/Alero
JTDKB20U7631,Toyota,Prius *
2WKPDDJJ3XK9,Other Make,Western Star
3FALP6536VM1,Ford,Contour
1HGCM72203A0,Honda,Accord
1D7HA18N26S5,Dodge,Ram Pickup
JA3AJ26E62U0,Mitsubishi,Lancer/Lancer Sportback/ Lancer Evolution
3N1CB51D2YL3,Datsun/Nissan,Sentra
1XKWD69X2XR7,Kenworth,Medium/Heavy - CBE
KMHJG25FXYU2,Hyundai,Tiburon
SMT502FP55J2,Triumph,750cc or greater
1FAHP3HN7AW1,Ford,Focus
1D7HA18D35S1,Dodge,Ram Pickup
1GTEK19R1TE5,GMC,"C, K, R, V-series pickup/     Sierra"
2B4FP25B8XR1,Dodge,Caravan/Grand Caravan
15GGD2918710,Gillig,Bus**: Conventional (Engine out front)
JT8BF12G1T01,Lexus,ES-250/300/300h/330/ 350
1HFSC52003A0,Honda,750 cc or greater
3FAFP13PX2R2,Ford,Escort/EXP/ZX2
JT8BH28F4X01,Lexus,LS
1GCCS14H8382,Chevrolet,S-10/T-10 Pickup
JS1GT76A7621,Suzuki,750cc-over
JS1GN7DA1721,Suzuki,450-749cc
JN1CA21D8VT8,Datsun/Nissan,810/Maxima
1FTPW14585KE,Ford,F-Series pickup
WBAVA37527NL,BMW,3-series
1XP5DB9X6XN4,Peterbilt,Medium/Heavy - CBE
KNAGD1282453,KIA,Optima
1GCEK19B86Z2,Chevrolet,"C, K, R, V-series pickup/Silverado"
1FMZU67E42UC,Ford,Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
1D7HA18K66J1,Dodge,Ram Pickup
1HGEJ6572WL0,Honda,"Civic/CRX, del Sol"
1FVACWDCX7HZ,Freightliner,Medium/Heavy - CBE
1HD1GN4197K3,Harley-Davidson,750cc or greater
1FAFP52U3WA2,Ford,Taurus/Taurus X
JS1GR7GA0421,Suzuki,350-449cc
1G4HP52K8WH4,Buick / Opel,"LeSabre/Centurion/ Estate Wagon, Invicta, Custom, Limited, T-Type, Ltd, C.M.I, LE"
1GBHC24U64E1,Chevrolet,"C, K, R, V-series pickup/Silverado"
1G1JF52F7471,Chevrolet,Cavalier
1HD1FCW146Y6,Harley-Davidson,750cc or greater
1NXBR12E6XZ2,Toyota,Corolla
3GCEC13J57G5,Chevrolet,"C, K, R, V-series pickup/Silverado"
1G3WH52H9YF3,Oldsmobile,Intrigue
2C4GJ2530YR8,Chrysler,Voyager (2000 on; 1984-00 see Plymouth)
1FTPW14V98KB,Ford,F-Series pickup
1GKCS13W3Y21,GMC,Jimmy/Typhoon/Envoy
JTJGA31U3400,Lexus,RX330/350/400h
1HGCG22512A0,Honda,Accord
1ZVFT80N8753,Ford,Mustang/Mustang II
1FTZF1763WNB,Ford,F-Series pickup
1GNDT13W3T21,Chevrolet,Fullsize Blazer/Tahoe
1D7HA18N94S6,Dodge,Ram Pickup
SCBDR33W17C0,Other Import,Rolls Royce/Bentley
5NPEU46F46H0,Hyundai,Sonata
1NXBR32E24Z2,Toyota,Corolla
3GNCA13BX9S6,Chevrolet,HHR
1NXBA02E0VZ5,Toyota,Corolla
JS1GN7CA9421,Suzuki,450-749cc
3FALP15P7VR1,Ford,Escort/EXP/ZX2
1FTYR14E01PA,Ford,Ranger
WB10317A45ZL,BMW,750cc and over
JA4GJ31S0MJ0,Mitsubishi,Montero/Montero Sport
2CNDL73F4962,Chevrolet,Equinox
1GNDM19W0VB1,Chevrolet,Astro Van
JS1GR7KA0621,Suzuki,450-749cc
WDBHA28E5VF5,Mercedes-Benz,C Class (94 on)
KMHHM66D88U2,Hyundai,Tiburon
4JGBF71E57A1,Mercedes-Benz,GL Class
JM1BG2240N04,Mazda,323/GLC/ Protégé/ Protégé5
1N4AL11E42C7,Datsun/Nissan,Altima
2GCEC19V7313,Chevrolet,"C, K, R, V-series pickup/Silverado"
1N90402335H1,Other Make,Bus***: Conventional (Engine out front)
1N4BL11D85C1,Datsun/Nissan,Altima
1NXBR32EX8Z0,Toyota,Corolla
4TANL42N6YZ6,Toyota,Tacoma
4T1BE30K74U8,Toyota,Camry
JN8HD17Y6RW2,Datsun/Nissan,Pathfinder
1FDSS34P46HA,Ford,E-Series Van/Econoline
2G4WY52M6X15,Buick / Opel,Century
JH2PC3504XM0,Honda,450-749 cc
3FTHF36G0VMA,Ford,F-Series pickup
1G1LV1547TY1,Chevrolet,Beretta/Corsica
RG0021891269,Other Make,Other (vehicle)
JH4DC4454XS0,Acura,Integra
1HD1FFR43WY6,Harley-Davidson,750cc or greater
3G5DA03EX5S5,Buick / Opel,Rendezvous
1J4GZ58Y6RC1,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
1HD1BHL15KY0,Harley-Davidson,750cc or greater
1J4GW48S21C5,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
3GNBAADB5AS5,Chevrolet,HHR
1FUYSZYB9WL8,Freightliner,Medium/Heavy - CBE
KMHDN46D15U1,Hyundai,Elantra
2HKYF18603H5,Honda,Pilot
1FMSU41F3YEA,Ford,Excursion
3B7HC13Y8VM5,Dodge,Ram Pickup
KMHCG45G2YU0,Hyundai,Accent
1HTWGAAR87J4,International Harvester/Navistar,Medium/Heavy - CBE
2G1FP22P2S21,Chevrolet,Camaro
1N4AL2AP6AN4,Datsun/Nissan,Altima
1FTWF31P55EB,Ford,F-Series pickup
1NXBR32E73Z0,Toyota,Corolla
1ZVFT82H7652,Ford,Mustang/Mustang II
1GKEK18K2RJ7,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on)
JHLRD28411C0,Honda,CR-V
1HD1GGL15SY3,Harley-Davidson,750cc or greater
3GNDA23D46S5,Chevrolet,HHR
1MEFM10P3XW6,Mercury,Tracer
JT3HN86R4290,Toyota,4-Runner
KNAFB121X150,KIA,Sephia
1GCEK14K8NZ1,Chevrolet,"C, K, R, V-series pickup/Silverado"
3GNEC16T01G1,Chevrolet,"C, K, R, V-series pickup/Silverado"
1J4FA49S01P3,Jeep / Kaiser-Jeep / Willys- Jeep,YJ series/Wrangler
JS1GN7DA5721,Suzuki,450-749cc
5TDBT48A86S2,Toyota,Sequoia
2D8HN54199R5,Dodge,Caravan/Grand Caravan
JH2SC57026M2,Honda,750 cc or greater
4F4YR12V0YTM,Mazda,Pickup/ B-Series Pickup
1FUJA6CK44LN,Freightliner,Medium/Heavy – COE high entry
4S2CK57W7Y43,Isuzu,Amigo
1GCHK29133E2,Chevrolet,"C, K, R, V-series pickup/Silverado"
1LNHM81WXYY8,Lincoln,Continental (thru '81)/ Town Car
2G4WC5521612,Buick / Opel,LaCrosse
1FAFP34N76W2,Ford,Focus
1N4BA41E64C8,Datsun/Nissan,810/Maxima
1HD1GHV191Y3,Harley-Davidson,750cc or greater
1G1AZ54F6575,Chevrolet,Cobalt
1HGFA16507L1,Honda,"Civic/CRX, del Sol"
1HGEJ6676XL0,Honda,"Civic/CRX, del Sol"
JM1BK12FX818,Mazda,Mazda3
1GCDC14Z6PE1,Chevrolet,"C, K, R, V-series pickup/Silverado"
1GNLRGED7AS1,Chevrolet,Traverse (2009-2012 only.  For 2013 on see model 423.)
1LNHM81W9YY8,Lincoln,Continental (thru '81)/ Town Car
1GNDT13W1T22,Chevrolet,Fullsize Blazer/Tahoe
1FAFP53293A1,Ford,Taurus/Taurus X
JKBVNAL124A0,Kawasaki,750cc or greater
1HTWYSAT15J0,International Harvester/Navistar,Medium/Heavy - CBE
KNAFB1210150,KIA,Sephia
1N4AL21E58C2,Datsun/Nissan,Altima
1G1JC124X171,Chevrolet,Cavalier
1FUJA6CG37LW,Freightliner,Medium/Heavy – COE high entry
3GKEC16R5TG5,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on)
1G6KD54Y04U2,Cadillac,"Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan"
1HD1CAP19NY1,Harley-Davidson,750cc or greater
JS1CK43A1321,Suzuki,350-449cc
1FUJA6CK07LW,Freightliner,Medium/Heavy - CBE
JA4LX31F76U0,Mitsubishi,Outlander
3GNEC16R6XG2,Chevrolet,"C, K, R, V-series pickup/Silverado"
KMHFC46F88A2,Hyundai,Azera
4T1BF32K52U0,Toyota,Camry
1FMFU18LXVLC,Ford,Expedition
1G2ZG558X641,Pontiac,G6
1Y1SK5280WZ4,Chevrolet,Nova/Geo Prizm/Prism
4S2CK58E3S43,Isuzu,Rodeo/ Rodeo Sport
1C3EL45R24N1,Chrysler,Sebring
4T1BE32K63U1,Toyota,Camry
1G6KD54Y34U2,Cadillac,"Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan"
SAJDA42C462A,Jaguar,"XJ-S, XK8 Coupe"
1GCCS1988682,Chevrolet,Colorado
1XKWDB9X0VR7,Kenworth,Medium/Heavy - CBE
1FAFP42X64F1,Ford,Mustang/Mustang II
1MEPM6046LH6,Mercury,Cougar/XR7 (1967-1997)
JN1RZ24A0LX0,Datsun/Nissan,"Z-car, ZX"
1FAFP34N75W1,Ford,Focus
4T1BG12K1TU8,Toyota,Camry
1FTWW32F1XED,Ford,F-Series pickup
1P3ES47CXWD5,Plymouth,"Neon (2002 and on, see Dodge)"
3VWTH69M03M0,Volkswagen,Jetta/Jetta SportsWagen
KMHVD14N4SU0,Hyundai,Accent
2G1WT55N1792,Chevrolet,Impala/Caprice
JTKDE1771500,Toyota,Scion tC (2005-2011 only.  See Scion for 2012 on.)
JALB4B149170,Isuzu,"Medium/Heavy – COE, low entry"
1GKCS13W2Y21,GMC,Jimmy/Typhoon/Envoy
1J4GS48K75C5,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
JT3VN29V3R00,Toyota,4-Runner
1C3BC5ED7AN1,Chrysler,Sebring
1GCGK29R2VE1,Chevrolet,"C, K, R, V-series pickup/Silverado"
2FTZF0730YCA,Ford,F-Series pickup
1GBM8C1A98F4,Chevrolet,Medium/Heavy – CBE
2C3KA43R17H7,Chrysler,300M/300/300C/300S
KM8JN12D26U4,Hyundai,Tucson
4F2YU07141KM,Mazda,Tribute
JTEZU14R1300,Toyota,4-Runner
1G6KD54Y94U1,Cadillac,"Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan"
1HD1FHM107Y6,Harley-Davidson,750cc or greater
1G4AG55MXS64,Buick / Opel,Century
1G1AT58H1971,Chevrolet,Cobalt
5TENX22N88Z5,Toyota,Tacoma
5FNRL38766B0,Honda,Odyssey
1C3BC5ED4AN1,Chrysler,Sebring
JM1BK3232811,Mazda,Mazda3
5TBBV58137S4,Toyota,Tundra
JS1GN78A8Y21,Suzuki,450-749cc
WVWBA71K78W1,Volkswagen,Rabbit
4S6CK58V1V44,Honda,Passport
2FACP72W0NX1,Ford,Crown Victoria
1HGCM723X6A0,Honda,Accord
YS3DD78H5Y70,Saab,9-3/9-3X
4T1BE32KX3U1,Toyota,Camry
WMWRE33484TD,Other Import,Mini-Cooper
3MEHM08Z07R6,Mercury,Milan
JKBVNKD168A0,Kawasaki,750cc or greater
1B3HB48B07D2,Dodge,Caliber
1HGCD5638SA0,Honda,Accord
2G1WH55K6291,Chevrolet,Impala/Caprice
4T1BG22K81U0,Toyota,Camry
1HVBAZRM0MH3,International Harvester/Navistar,Bus**: Conventional (Engine out front)
1HD1DDV171Y6,Harley-Davidson,750cc or greater
2MECM75F8MX6,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
1FMCU22X4MUD,Ford,Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
JN1CA21D9XT2,Datsun/Nissan,810/Maxima
1FMFU17L84LA,Ford,Expedition
1G6CD518XH42,Cadillac,"Deville/Fleetwood,Coupe de Ville, Sedan de Ville, Fleetwood Brougham, Fleetwood 60 Special, d`Elegan"
2FAFP70W67X1,Ford,Crown Victoria
1GCDC14Z1PE1,Chevrolet,"C, K, R, V-series pickup/Silverado"
2G1WF52E6292,Chevrolet,Impala/Caprice
2T1BR32E66C6,Toyota,Corolla
1FTCR10A3VUD,Ford,Ranger
2MEFM74W83X6,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
2GCEK19B4512,Chevrolet,"C, K, R, V-series pickup/Silverado"
1FTZX1727YNC,Ford,F-Series pickup
JN8DR09X74W8,Datsun/Nissan,Pathfinder
JH4UA3656TC0,Acura,TL
1HD1FC41X9Y6,Harley-Davidson,750cc or greater
2T2ZK1BA6AC0,Lexus,RX330/350/400h
3VWJX7AJ0AM0,Volkswagen,Jetta/Jetta SportsWagen
JALC4B168670,Isuzu,"Medium/Heavy – COE, low entry"
1HSHWAHN35J0,International Harvester/Navistar,Medium/Heavy - CBE
1FTCR10A9KUC,Ford,Ranger
2MEFM74W7XX7,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
1N4DL01D3XC2,Datsun/Nissan,Altima
2G1WF52E8291,Chevrolet,Impala/Caprice
1FAFP40491F1,Ford,Mustang/Mustang II
JS1GN7CA6521,Suzuki,450-749cc
1G8ZP1283XZ3,Saturn,SC
JS1GR7DA3T21,Suzuki,750cc-over
1G1ZT64835F1,Chevrolet,Malibu/Malibu Maxx
1N4AL21E47N4,Datsun/Nissan,Altima
1G8AJ52F33Z1,Saturn,Ion
4K75813512C0,Harley-Davidson,Unknown cc
JTHBF30G4300,Lexus,ES-250/300/300h/330/ 350
JNKBV61E97M7,Infiniti,G25/G35/G37
1HD1CGP192K1,Harley-Davidson,750cc or greater
JT2AT00F6R00,Toyota,Celica
JA3AY11A0XU0,Mitsubishi,Mirage (For 1985-2002.  For 2014 on use model 048.)
1FMYU22X7XUB,Ford,Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport
KNAFB1612250,KIA,Spectra/Spectra5
1ZVFT80N4652,Ford,Mustang/Mustang II
1HGCG565XXA0,Honda,Accord
1HD1GJV172K4,Harley-Davidson,750cc or greater
1N4AL11D76C1,Datsun/Nissan,Altima
1C3EJ56H2YN1,Chrysler,Cirrus
3B7HC13Y9XG2,Dodge,Ram Pickup
2HJYK16408H5,Honda,Ridgeline
1HD1GEV433K3,Harley-Davidson,750cc or greater
1FTRX17W52NB,Ford,F-Series pickup
4F2YU09181KM,Mazda,Tribute
JYAVM01E6WA0,Yamaha,450-749cc
1FDSF30LX4EA,Ford,F-Series pickup
JN8AZ08W14W3,Datsun/Nissan,Murano
KMHJG25F91U2,Hyundai,Tiburon
1FALP42X0TF1,Ford,Mustang/Mustang II
JM1GG12L6611,Mazda,Mazda6
1FALP6532SK1,Ford,Contour
1GHDX03E5VD2,Oldsmobile,Silhouette
5TEWN72N64Z3,Toyota,Tacoma
4T1BE32KX2U5,Toyota,Camry
JS1VX51L5V21,Suzuki,750cc-over
4T1BG22K9VU8,Toyota,Camry
2A24322H1,Harley-Davidson,Unknown cc
1D7HA18DX3J5,Dodge,Ram Pickup
2BXJAXA159V0,Other Make,Unknown cc
3VWSK69M73M0,Volkswagen,Jetta/Jetta SportsWagen
1FDXE45S63HA,Ford,Other (bus)
1B3EL46X54N3,Dodge,Stratus
JS1VY53A6721,Suzuki,750cc-over
5FNRL18653B1,Honda,Odyssey
2G1FP32KXX21,Chevrolet,Camaro
1J4FT28S0TL2,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
JS1VP52A4121,Suzuki,450-749cc
2A8HR64X28R6,Chrysler,Town and Country
JHMGE88279S0,Honda,Fit
2MEFM75W52X6,Mercury,Marquis/Monterey (car version; for van version 2004 on see code 444) /Grand Marquis
1D7HA18D44S7,Dodge,Ram Pickup
1J4GW48NX4C1,Jeep / Kaiser-Jeep / Willys- Jeep,Cherokee (1984-on)
4A3AA46G9XE0,Mitsubishi,Galant
1FMPU15515LA,Ford,Expedition
JT2AE04B4R00,Toyota,Corolla
WBXPA73464WC,BMW,X3
WBABM3343YJN,BMW,3-series
KMHCN4AC7AU4,Hyundai,Accent
1N4AB42D6VC5,Datsun/Nissan,200SX/240SX
1HFSC47F06A5,Honda,Unknown cc
1BAGBCPA42F2,Bluebird,Bus**: Conventional (Engine out front)
2FACP74F6MX1,Ford,Crown Victoria
4T1BF3EK6AU5,Toyota,Camry
JS1GT77A4821,Suzuki,750cc-over
1FMDK03W59GA,Ford,Taurus/Taurus X
1FTYR10UX2PA,Ford,Ranger
1FTCR10A6SUA,Ford,Ranger
1GNDS13S7323,Chevrolet,"S-10 Blazer/TrailBlazer (2002 only; for 2003 on, see 403)"
2G1WX15K9293,Chevrolet,Monte Carlo (1995 on)
4XACH50A5YD4,Other Make,Unknown cc (ATV)
1FTYR10D98PA,Ford,Ranger
4VG7DARH5XN7,Volvo,Medium/Heavy – CBE
JYAVN01Y79A0,Yamaha,Unknown cc
1ZVHT85H5851,Ford,Mustang/Mustang II
1FAFP36323W2,Ford,Focus
1D4GP45R16B6,Dodge,Caravan/Grand Caravan
1FUYDDYB8SH8,Freightliner,Medium/Heavy - CBE
 2G4WS52J811,Buick / Opel,Unknown (automobile)
4T1BK3DB5AU3,Toyota,Avalon
JT3GP10V0V70,Toyota,RAV4 *
JYARN13E94A0,Yamaha,750cc or greater
1HD1DJV12YY6,Harley-Davidson,750cc or greater
2G1WB5EK5A11,Chevrolet,Impala/Caprice
1G1ZS51F96F2,Chevrolet,Malibu/Malibu Maxx
1HD1FCW1X1Y6,Harley-Davidson,750cc or greater
1GCHK23D96F1,Chevrolet,"C, K, R, V-series pickup/Silverado"
3VWEF71K17M1,Volkswagen,Jetta/Jetta SportsWagen
1FUJGLDR69LA,Freightliner,Medium/Heavy - CBE
1FTCR14T7HPA,Ford,Ranger
1FTZX0765WKA,Ford,F-Series pickup
1GKFK66U92J3,GMC,Suburban/Yukon XL (2000 on) (1950-2003 only; see 422 for 2004 on)
5TETU22N56Z1,Toyota,Tacoma
1GNDT13W8X22,Chevrolet,Fullsize Blazer/Tahoe
1HFSC47H78A7,Honda,750 cc or greater
KL5VM52L24B1,Suzuki,Verona
2C3HE66G6YH3,Chrysler,300M/300/300C/300S
2FAFP71V38X1,Ford,Crown Victoria
JT2EL56D3S00,Toyota,Tercel
1NXBR32E56Z7,Toyota,Corolla
1FUYDSEB6WL8,Freightliner,Medium/Heavy - CBE
1GNCU06D2MT1,Chevrolet,Lumina APV
JTLKT3247640,Toyota,Scion xB (2004-2011 only.  See Scion for 2012 on.)
1HD1FRW14YY6,Harley-Davidson,750cc or greater
1FAFP53S1XA1,Ford,Taurus/Taurus X
JT8UZ30C8P00,Lexus,SC-400/SC-300
1P4GP44R4WB7,Plymouth,"Voyager (minivan) (2001 and on, see Chrysler)"
4A3AA56L2XE0,Mitsubishi,Galant
1M1AA13Y3YW1,Mack,Medium/Heavy - CBE
LAAAJSMB4620,Other Make,Unknown cc
JT8GK13T3R00,Lexus,ES-250/300/300h/330/ 350
1B7HC13Y91J5,Dodge,Ram Pickup
3N1CB51D16L6,Datsun/Nissan,Sentra
